id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
dupgi_train	dupgi	lohksee	lohksee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
bytpu_train	bytpu	toopkoh	toopkoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
dopge_train	dopge	lahksei	lahksei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
tybku_train	tybku	pootmoh	pootmoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
botpe_train	botpe	tahpkei	tahpkei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
tubki_train	tubki	pohtmee	pohtmee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
podbe_train	podbe	kahltei	kahltei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
tebka_train	tebka	peitmai	peitmai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b2
gakty_test	gakty	saimpoo	saimpoo.wav	test	16	1	1	1	4	4	1	1	rsrrs	b2
kogdu_test	kogdu	mahsloh	mahsloh.wav	test	16	1	1	1	4	1	1	1	rsrrs	b2
digko_test	digko	leesmah	leesmah.wav	test	4	1	1	1	1	4	1	1	rsrrs	b2
gobgo_test	gobgo	sahtsah	sahtsah.wav	test	4	1	1	1	1	1	0	0	rsrrs	b2
dypgu_test	dypgu	looksoh	looksoh.wav	test	16	0	1	1	4	4	1	1	rsrrs	b2
bitpe_test	bitpe	teepkei	teepkei.wav	test	16	0	1	1	4	1	1	1	rsrrs	b2
tukdi_test	tukdi	pohmlee	pohmlee.wav	test	4	0	1	1	1	4	1	1	rsrrs	b2
pidby_test	pidby	keeltoo	keeltoo.wav	test	16	0	1	1	4	1	1	0	rsrrs	b2
tebpa_test	tebpa	peitkai	peitkai.wav	test	4	0	1	1	1	4	0	1	rsrrs	b2
tobka_test	tobka	pahtmai	pahtmai.wav	test	16	0	1	0	4	0	1	0	rsrrs	b2
gopke_test	gopke	sahkmei	sahkmei.wav	test	4	0	0	1	0	4	0	1	rsrrs	b2
pydga_test	pydga	koolsai	koolsai.wav	test	4	0	1	1	1	1	1	1	rsrrs	b2
bypbi_test	bypbi	tooktee	tooktee.wav	test	4	0	1	1	1	1	1	0	rsrrs	b2
bukpu_test	bukpu	tohmkoh	tohmkoh.wav	test	4	0	1	1	1	1	0	1	rsrrs	b2
petde_test	petde	keiplei	keiplei.wav	test	4	0	1	1	1	1	0	0	rsrrs	b2
gitbi_test	gitbi	seeptee	seeptee.wav	test	4	0	1	0	1	0	1	0	rsrrs	b2
tapbi_test	tapbi	paiktee	paiktee.wav	test	4	0	0	1	0	1	0	1	rsrrs	b2
kepky_test	kepky	meikmoo	meikmoo.wav	test	4	0	1	0	1	0	0	0	rsrrs	b2
katba_test	katba	maiptai	maiptai.wav	test	4	0	0	1	0	1	0	0	rsrrs	b2
kapgu_distractor	kapgu	maiksoh	maiksoh.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b2
dutpo_distractor	dutpo	lohpkah	lohpkah.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b2
batde_distractor	batde	taiplei	taiplei.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
dikpu_distractor	dikpu	leemkoh	leemkoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
pykty_distractor	pykty	koompoo	koompoo.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b2
gobki_distractor	gobki	sahtmee	sahtmee.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b2
pukda_distractor	pukda	kohmlai	kohmlai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
bugde_distractor	bugde	tohslei	tohslei.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b2
kobpy_distractor	kobpy	mahtkoo	mahtkoo.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
tydbe_distractor	tydbe	pooltei	pooltei.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b2
pobga_distractor	pobga	kahtsai	kahtsai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
kedty_distractor	kedty	meilpoo	meilpoo.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
bidga_distractor	bidga	teelsai	teelsai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
degtu_distractor	degtu	leispoh	leispoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
gugka_distractor	gugka	sohsmai	sohsmai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
bakdo_distractor	bakdo	taimlah	taimlah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
typko_distractor	typko	pookmah	pookmah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
gypbo_distractor	gypbo	sooktah	sooktah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
petbi_distractor	petbi	keiptee	keiptee.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b2
